,sentence_1_re_j,sentence_2_re_j,label,binary-label
14243,이런 영화는 처음 봐 안녕히 계세요,영화 처음 보는데 심리적으로 공포가 컸어요,1.2,
14244,군 지역을 분리해야 해요,군용 급수 구역을 제거하고 확대합니다,2.6,
14245,그래서 시간이 부족하다고 느껴지는 것 같습니다,나쁜 영화 다 시간 낭비 같은 느낌,3.4,
14246,웃게 만들고 뭔가 느끼게 하고 마음속으로 뭔가 느끼게 하고 웃게 만들고 웃게 만들고 웃게 만들고 웃게 만들고 웃게 만들고 웃게 만들고 웃게 만들고 웃게 만든다,잔잔해 보이지만 뭔가 깊숙한 느낌이 있는 영화,2.2,
14247,배경이 투명해서 이미지를 수정하려고 합니다,배경이 투명해서 이미지를 수정하겠습니다,4.4,
14248,정말 흥미로운 외국 그림 드라마입니다,너무 재미있었어요,3.4,
14249,여러분 좋은 하루 보내세요,맛있게 드세요,0.0,
14250,우리는 우리가 함께 일해 온 팀을 위해 잔인 한 선택을 할 것입니다,서로 사랑하는 게 아니라 그 사랑을 같이 지켜야 하는 것 같아요,0.2,
14251,사장님 저희가 지지를 잃는 이유가 있어요,대통령 지지율이 떨어지는 데는 이유가 있어요,1.8,
14252,온라인에서 집집 간 쇼핑이 어떻게 이루어지는지 살펴보겠습니다,왜 삭제할 수 없다고 말하지 않으셨나요,0.0,
14253,옷을 입고 계시면 출고가 되지만 3월 둘째 주에는 늦으면 셋째 주에는 받아 보실 수 있습니다,책상은 다음 주 6월 초에 설치될 예정입니다,0.0,
14254,와인과 삶은 공통점이 있나요,사장님 하고 사원님 같네요,0.0,
14255,가톨릭,참사야,0.0,
14256,몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라 몰라,어버이날 연휴에 대해서,4.0,
14257,못 놔 못 놔,사랑 안 놔도 돼,3.2,
14258,그는 우리가 어떤 사람들과 일하고 있고 이 사람들과 무엇을 다가가고 있는지 그리고 우리가 사람들에게 어떻게 초점을 맞추고 있는지에 매료되어 있습니다,우리 회사에서 어떤 사람들을 신경 쓰고 어떤 사람들과 함께 일하고 어떤 목표를 이룰지 매우 매력적입니다,3.6,
14259,그런데 얘는 죽 지 않았어 죽 지 않았어 죽 지 않았어,그런데 매일 달라,0.0,
14260,계속 웃고 있었던 것 같아요,시간이 다 떨어지는 줄 몰랐고 계속 웃다가 결국 웃었다,2.8,
14261,내년 초에 받아야 하는 거예요,내년 초에 받을 예정이었어,3.8,
14262,3곳을 따로 줬는데 왜 이렇게 먹어,그런데 50k도 안 받았고 25k밖에 안 받았는데 아파,0.0,
14263,저는 가상화폐 거래소를 닫는 것에 찬성합니다,가상 화폐 거래소를 정리합니다,1.4,
14264,평평한 곳에 얽힌 사람이 바로 저예요,초반에 노출이라는 수준에 걸렸어요,2.4,
14265,상현 역 근처에 있는 여기 동아도 괜찮을 것 같아요,여기 상현 역 근처 돈가스는 괜찮아요,4.2,
14266,중국 사람들은 걱정하지 마세요,미세먼지 개선 좀 해주셨으면 좋겠는데 그게 진짜 정답입니다,0.0,
14267,공감할 수 있는 사람이 한 명뿐이라는 사실 순수한 열정으로 집착하고 있다는 사실 자신을 따라가고 있다는 사실 다시 한번 자신을 따라가고 있다는 사실,공감할 수 있는 사람만 있고 순수한 열정을 펼칠 수 있는 사람만 있고 나머지는 자연스럽게 온다는 느낌을 주는 영화도 한 편 있다,3.6,
14268,저는 많은 힘을 가진 비디오의 비디오를 본 적이 있습니다,저는 매우 감명받았습니다,2.0,
14269,이 점을 지적하고 할 거야,나 왜 이보다 잘 잤어,0.6,
14270,그리고 저는 아무것도 집중할 수 없어요,어디 가지 않잖아,0.6,
14271,영화 보러 가 기 전에 한국어 코드로 잘 안 맞으면 어떻게 될까 걱정이 됐어요,영화 보러 가 기 전에 당신의 병이 한국 코드와 맞지 않을까 걱정했는데 걱정이네요,4.2,
14272,독은 대한민국의 영토이고 그것을 소유한 것은 대한민국 국민이라는 공식적인 진술을 하나 해주셨으면 합니다,평화만 원한다는 공식 성명을 듣고 나서 상호 작용을 해야 합니다,0.0,
14273,초창기 중반에는 좀 느리고 좀 느슨하지만 첫 밀레니엄 시작이라는 점을 감안하면 좋은 일이다,일찍 서두르면 좋고 중간에 느려지기도 하고 조금 느려지기도 하지만 첫 천년기부터 시작하는 것도 괜찮다고 생각했다,3.8,
14274,그런데 재미 많이 봤어 d,너무 재미있었어요,3.6,
14275,그냥 다른 캐릭터들을 맞추는 건 어려운 이야기일 뿐이에요,뻔한 이야기도 많이 봤고 미친 표정도 많이 봤어요,2.0,
14276,그는 흰색 패치 신사로 매우 유명합니다,향이 많고 맛이 많아요,0.0,
14277,10초 운동이 좋네,다양한 유형의 토양이 있습니다,0.0,
14278,줄 서면 귀여워,와 양이 너무 귀여워,1.6,
14279,경제를 조기에 운영하는 것이 좋지만 단기 성과가 아니라 일자리 예산을 손에 넣지 못하게 하기 위해 열심히 노력하는 것이다,언론은 자유롭습니다,0.0,
14280,오랜만에 점수를 지키고,저는 인생의 첫 번째 시점부터 시작할 거예요,1.6,
14281,저희 회사의 종말이라는 느낌이 들었습니다,그리고 드디어 이런 경험을 할 수 있었던 회사로서의 저희 회사를 사진으로 찍게 되었습니다,0.6,
14282,저점을 사용한 건 처음이에요,그 점에 대한 답이 없네요,1.2,
14283,중산층 목소리로 웃음을 자아내는 영화,보고 있을 때 웃음이 나는 영화,3.0,
14284,행정수도 합일하고 그다음에 인격,ccec로 완료해 주셨으면 합니다,0.6,
14285,역사적 사실을 전달했다고 말하는 것이 아니라 예술의 정신과 정신을 중시하며 끝까지 이루지 못한 사랑을 예술로 표현한다,역사적 사실을 전달할 수 있었는지 모르겠지만 예술 정신과 관련하여 이루지 못한 사랑이 예술을 통해 끝까지 표현된 것에 감탄한다,4.2,
14286,소년법을 폐지해야 할 거예요,청소년법을 좀 빼자,4.2,
14287,숨겨진 매치를 찾고 있습니다 입체 지붕의 풍경을 찾고 있습니다,첫 번째 사진에서 당신을 찾습니다,0.8,
14288,위생 패드 가격을 낮 추셔야 합니다,여성 위생용품 가격을 낮 추셔야 합니다,3.6,
14289,와 됐어 내가 뭘 했는지 모르겠어 뭘 했는지 모르겠어,그때 처음 뵙네요,0.0,
14290,최고였어 소름 끼쳤어,내가 한 것 중에 최고야,3.4,
14291,흥미로 긴 한데 보고 싶어요,재미있다,1.8,
14292,치킨을 공짜로 주세요,본격적인 의료 정책을 운영해 주셨으면 합니다,0.0,
14293,대한민국에 대한 전면적인 조사를 요청합니다,청원 씨의 대대적인 수사를 청원합니다,1.0,
14294,값싼 냄새가 나지만 이색적인 작품입니다,대단한 영화는 아니지만 신나네요,1.2,
14295,응원해 주셔서 감사합니다,메시지를 열 수 없습니다,0.8,
14296,왜 이렇게 만드셨어요,아담이랑 오랜만이네,0.0,
14297,다음에는 뵙겠습니다,이따 봐요,2.8,
14298,저를 잘 챙겨주셨으면 합니다,보철사 군대에서 5년을 뛰었으면 좋겠어요,1.0,
14299,실시간 재난 상황 앱,구급차 코드,0.0,
14300,재미를 위해 춤을 추고 있는데 왜 재미를 느끼는지 모르겠어요,다시는 이 영화를 보지 않을 거예요,0.0,
14301,남성 육아 휴가를 부탁드려도 될까요,아동 휴직 중이라는 점을 고려해 주셨으면 합니다,1.6,
14302,중산층 선생님께 운전면허증을 청원합니다,공시에서 해 주셨으면 좋겠어요,0.2,
14303,시간이 많이 걸리는 드라마야,시간이 부족하다는 것을 몰랐어요,3.2,
14304,점이 돼,돈 벌면 되잖아 또 할 수 있어,0.0,
14305,축구계를 헐어야 할 것 같아,축구계가 뿌리내려야 돼,3.6,
14306,너도 괜찮을 거야,다음에는 뵙겠습니다,0.4,
14307,아직은 뚱뚱하지만 앞으로는 나를 그려볼 수 있을 것이고 실재감을 느끼고 이 대화 속에서 서로에 대한 신뢰가 많이 보인다,아직 몇 살은 아니지만 나 자신을 그려보려고 합니다,2.2,
14308,앞에 이 훨씬 더 많았어요,예전보다 훨씬 좋아졌어,1.0,
14309,장애인들에게 박수를 보내고 싶습니다,점 하나 드리려고요,0.0,
14310,동거용 반려동물을 키우지 마세요,아동수당 문화 양육비 지급이 없습니다,0.2,
14311,원본이 서 사적 긴장감을 더하기 위한 6 감각 자극을 가졌던 반면 최근 버전은 에로티시즘만으로 부각된 느낌을 지울 수 없다,이야기의 긴장감과 함께 감각 자극이 있다면 최근의 작은 강조가 회전 주의에만 있다는 느낌을 지울 수 없다,4.0,
14312,아내가 방금 메시지를 보 냈어요,아내가 방금 메시지를 보 냈어요,4.6,
14313,나는 전쟁의 부른 선언과 한민족의 단독 군축에 반대한다,권력과 자원을 가진 자는 서민보다 훨씬 더 엄격한 법을 수행해야 한다,0.0,
14314,안녕하세요 저는 한국에서 온 젊은 사람입니다,안녕하세요 저는 한국에서 온 젊은 사람입니다,5.0,
14315,아 생산성과 예술의 젊은 두 사람을 만나셨군요,강 사람들 여기 있네,0.0,
14316,귀하의 지방 주권에 반하는 요청을 드리고 싶습니다,공공행정 신민주 글로벌 보이스 15쪽 블러드 23쪽 블러드 23쪽 블러드 8쪽 블러드 8쪽 블러드,1.8,
14317,고무 스펀지를 부수면 금방 부패합니다,네 고무 스펀지는 빨리 부패합니다,4.0,
14318,송영 국방장관 빼주세요,송영 국방장관직에서 물러나시라고 요청드립니다,4.2,
14319,방학 동안 보여드릴 게 없었는데 개학이라서 개학하고 있어요,너무 심심했어,0.0,
14320,카풀 서비스에 반대해요,가무가 푸 찬성,1.2,
14321,의회의 조기 출범 조기 총선,의회를 해산하고 조기 총선을 하고 싶습니다,2.8,
14322,저는 그의 사진을 보았고 그는 저와 제 얼굴을 강아지로 바꾸었습니다,마치 지난 사진실에서 찍은 것처럼 보였습니다,0.4,
14323,아래층에서 흡연 청구서를 작성해 달라고 요청합니다,아파트에서 금연 청구서를 작성해 주셨으면 합니다,2.6,
14324,제발 다치지 마,황금 모를 키워야 돼,4.2,
14325,많은 이들이 1급 특사의 도움과 군인의 존재로 국가 구성원으로 등록한 것은 군대에 입대하기 위해 군인으로 파견된 것이었기 때문이다,살해자 및 살해자 지원 및 국민등록 청원,0.6,
14326,그녀가 나라를 떠나게 하지 마세요,내가 나라를 떠나게 하지 말아 줘,4.0,
14327,와 저희 사무실에 설치가 되는 건가요,그리고 사무실에 둘 수도 있어요,3.4,
14328,우리는 이 나라를 떠나 지 못하게 해야 합니다,나는 당신이 그 나라를 떠나 지 않도록 청원합니다,3.4,
14329,발 없이는 영화를 볼 수 없을 것 같아,조금 올라가야 할 것 같아요,0.0,
14330,미국인들이 프랑스어로 나오는 것부터 보면 어색하고 갈등의 배경과 영향에 대한 제대로 된 그림을 가지고 있지 못한 아쉬움이 가득한 매우 열악한 영화이다,미국인이 프랑스인이라는 어색한 영화인데 배경 갈등 등이 맞지 않아 보였다,3.2,
14331,너무 재미있었어요,너무 재미있었어요,4.8,
14332,그냥 그런 영화를 보고 싶지 않아요,그리고 영화를 보고 싶지 않아요,2.8,
14333,자전거 타기 정말 좋은 날이에요,오늘은 자전거 타기에 좋은 날입니다,4.2,
14334,김기순 씨 지지합니다,내 김기철이,0.0,
14335,또 뭐가 있어,그런데 괜찮은지 모르겠어요,0.0,
14336,맞춤 판사 특조,명시적 판사 파면 및 특별 감사,3.2,
14337,시간이 너무 아쉽다,시간이 촉박하네요,4.0,
14338,남자 복 지도를 만들어줘,남성 가족을 만들어 주셨으면 합니다,2.0,
14339,카페에서 회의하면 큰 지장이 되지 않을 것 같아요,카페에서 만나면 귀찮지 않을 것 같습니다,3.0,
14340,아 전화할게요,아 네 한번 해볼게요,0.8,
14341,생각보다 낮네요,생각보다 높네요,1.0,
14342,누구나 아르바이트를 할 수 있도록 합니다,대학 부문에 제출하겠습니다,0.0,
14343,임산부를 없애고 제대로 된 지원을 해주셔야 합니다,임신한 케어 셔 시트를 없애고 적절한 지원을 해주셔야 합니다,4.0,
14344,gdi 엔진 엔진 손실 및 조사 및 공론화,가격 안정제와 최저임금 인상 전 최저임금 조사를 실시하였다,0.0,
14345,취업 기업문화 출장 휴식과 운동에 대해 이야기했습니다,우리는 우리 자신의 비즈니스 문화에서 하고 있는 일과 이혼에 대해 이야기했습니다,4.2,
14346,의미를 찾는 사람에게 기분이 좋아질 영화,어떤 점이 영화를 보고 이야기를 찾게 해,0.2,
14347,너 같지 않아,마지막에 얘기할 사람이 아니잖아,4.2,
14348,애초에 호랑이를 항상 생각해야 할 거야,당신은 고양이가 호랑이라는 것을 항상 깨닫기 시작했어요,1.8,
14349,디지털 노매드로 한 달 살면 어디서 일하고 싶은지 오래 얘기해 왔다,디지털 노 매드에서 한 달 동안 살 수 있다면 어디서 일하고 싶으신가요,3.8,
14350,레이첼 니콜스를 보고 있었는데 그는 아주 오래전에 나타나지 않았고 캐릭터를 완성할 만큼 뚱뚱해 보이지 않았다,레이첼 니콜스를 본 적이 있지만 캐릭터 완성으로 인해 너무 뚱뚱한 편은 아닌 것 같아서 매튜 폭스의 노력이 두렵지 않다,2.8,
14351,재미있었어요,오늘 너무 재미있었어요,3.6,
14352,좀비들이 좀비들이 아니야,부드러운 코롱,0.0,
14353,그동안 모든 대통령이 실패했는데 제도가 잘못됐기 때문이 아니라 국민이 잘못됐기 때문이었다,다른 사람의 문제를 아는 것은 그 문제를 제대로 이해하지 못하는 것이다,0.0,
14354,이론 소설만큼이나 화려하고 화려합니다,미스터리 소설처럼 구조가 좋고 좋습니다,2.6,
